,Category,Claim,Debunk_Date,Label,Source,Keywords,bow
994,Conspiracy theories,patents mean deadly diseases and viruses were created or invented in a lab   ,3/3/2020,False,LeadStories,"['patent', 'mean', 'deadly', 'disease', 'virus', 'created', 'invented']","{'mean': 1, 'viru': 1, 'diseas': 1, 'patent': 1, 'creat': 1, 'invent': 1, 'deadli': 1}"
995,Community spread and impact,an audio clip claims kenya has recorded    cases of covid      ,3/3/2020,False,PesaCheck,"['claim', 'kenya', 'recorded', 'case', 'covid']","{'case': 1, 'record': 1, 'kenya': 1}"
996,Claims about prominent actors,bloggers say the vatican reports that pope francis tested negative for the coronavirus before a second test came back positive   ,3/5/2020,False,PolitiFact,"['blogger', 'vatican', 'report', 'pope', 'francis', 'tested', 'negative', 'coronavirus', 'second', 'test', 'came', 'back', 'positive']","{'report': 1, 'test': 2, 'posit': 1, 'back': 1, 'second': 1, 'franci': 1, 'pope': 1}"
997,Claims about prominent actors,video shows president donald trump saying covid    is the democrats   new hoax    ,3/15/2020,False,PolitiFact,"['show', 'president', 'donald', 'trump', 'saying', 'covid', 'democrat', 'hoax']","{'donald': 1, 'presid': 1, 'trump': 1, 'democrat': 1, 'hoax': 1}"
998,"Vaccines, medical treatments, and tests",ecuadorian doctor develops a vaccine for covid      ,3/3/2020,False,Ecuador Chequea,"['ecuadorian', 'doctor', 'develops', 'vaccine', 'covid']","{'develop': 1, 'vaccin': 1, 'doctor': 1, 'ecuadorian': 1}"
999,Community spread and impact,this photo shows a brothel in europe where people have been quarantined   ,3/10/2020,False,AFP,"['show', 'brothel', 'europe', 'people', 'quarantined']",{'quarantin': 1}
1000,Virus origin and properties,these are seven  evil  things covid    is  afraid  of   ,3/19/2020,False,AFP,"['seven', 'evil', 'thing', 'covid', 'afraid']",{}
1001,Virus origin and properties,a runny nose and sputum secretion are not symptoms of novel coronavirus   ,2/27/2020,False,AFP,"['runny', 'nose', 'sputum', 'secretion', 'symptom', 'novel', 'coronavirus']","{'symptom': 1, 'nose': 1}"
1002,"Vaccines, medical treatments, and tests",israeli scientists have developed a covid    vaccine   ,3/5/2020,False,AFP,"['israeli', 'scientist', 'developed', 'covid', 'vaccine']","{'develop': 1, 'vaccin': 1, 'scientist': 1}"
1003,"Vaccines, medical treatments, and tests",twitter users said adutwumwaa bitters cure coronavirus   ,3/2/2020,False,Dubawa,"['user', 'said', 'adutwumwaa', 'bitter', 'cure', 'coronavirus']","{'cure': 1, 'said': 1, 'bitter': 1}"
1004,Medical advice and self-treatments,constant sex kills coronavirus   ,3/2/2020,False,Dubawa,"['constant', 'kill', 'coronavirus']",{'kill': 1}
1005,Claims about prominent actors,viral photo in nigeria suggests former president obasanjo said there is no coronavirus in nigeria and that the minister of health lied   ,3/2/2020,False,Dubawa,"['viral', 'nigeria', 'suggests', 'former', 'president', 'obasanjo', 'said', 'coronavirus', 'nigeria', 'minister', 'health', 'lied']","{'viral': 1, 'health': 1, 'presid': 1, 'nigeria': 2, 'minist': 1, 'said': 1, 'suggest': 1, 'former': 1}"
1006,Claims about prominent actors,ecuadorean youtuber raùl alvarez guene supposedly infected with covid      ,3/2/2020,False,Ecuador Chequea,"['ecuadorean', 'youtuber', 'raùl', 'alvarez', 'guene', 'supposedly', 'infected', 'covid']","{'infect': 1, 'ecuadorean': 1, 'youtub': 1}"
1007,Community spread and impact,there are cases of coronavirus in the amazon forest   ,3/2/2020,False,Ecuador Chequea,"['case', 'coronavirus', 'amazon', 'forest']",{'case': 1}
1008,Community spread and impact,local hospital in ecuador says first covid patient didn t have coronavirus   ,3/2/2020,False,Ecuador Chequea,"['local', 'hospital', 'ecuador', 'first', 'covid', 'patient', 'coronavirus']","{'first': 1, 'patient': 1, 'hospit': 1, 'ecuador': 1}"
1009,Conspiracy theories,a bovine coronavirus vaccine  for cattle  is proof that the novel coronavirus isn t  new  and is evidence of  how much the media controls people    ,3/3/2020,False,FactCheck.org,"['bovine', 'coronavirus', 'vaccine', 'cattle', 'proof', 'novel', 'coronavirus', 'evidence', 'much', 'medium', 'control', 'people']","{'vaccin': 1, 'medium': 1, 'control': 1, 'evid': 1}"
1010,Conspiracy theories,journalist claims a coronavirus patient was murdered   ,3/2/2020,False,LeadStories,"['journalist', 'claim', 'coronavirus', 'patient', 'murdered']",{'patient': 1}
1011,Claims about prominent actors,u s  vice president pence urged people with coronavirus to go to the police   ,3/2/2020,False,LeadStories,"['vice', 'president', 'penny', 'urged', 'people', 'coronavirus', 'police']","{'presid': 1, 'polic': 1, 'vice': 1}"
1012,Community spread and impact,man critical with novel coronavirus in barhalganj  india   ,3/2/2020,False,Vishvas News,"['critical', 'novel', 'coronavirus', 'barhalganj', 'india']",{'india': 1}
1013,Medical advice and self-treatments,alcohol kills the coronavirus   ,3/2/2020,False,Vishvas News,"['alcohol', 'kill', 'coronavirus']","{'alcohol': 1, 'kill': 1}"
1014,Community spread and impact,post says two patients at valley regional medical center in brownsville  texas   are being looked at  for possible coronavirus infections   ,3/3/2020,False,PolitiFact,"['patient', 'valley', 'regional', 'medical', 'center', 'brownsville', 'texas', 'looked', 'possible', 'coronavirus', 'infection']","{'infect': 1, 'medic': 1, 'patient': 1, 'center': 1}"
1015,"Public authority actions, policy, and communications",the united states is  actually screening fewer people  for the coronavirus than other countries  because we don t have appropriate testing    ,3/4/2020,False,PolitiFact,"['united', 'state', 'actually', 'screening', 'fewer', 'people', 'coronavirus', 'country', 'appropriate', 'testing']","{'test': 1, 'state': 1, 'countri': 1, 'unit': 1, 'actual': 1}"
1016,Claims about prominent actors,u s  senator lindsey graham says president trump  probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc    ,3/5/2020,False,PolitiFact,"['senator', 'lindsey', 'graham', 'president', 'trump', 'probably', 'know', 'medicine', 'specifically', 'virus', 'called', 'scientist']","{'viru': 1, 'presid': 1, 'trump': 1, 'know': 1, 'call': 1, 'specif': 1, 'scientist': 1, 'senat': 1, 'medicin': 1}"
1017,Conspiracy theories, coronavirus hoax  fake virus pandemic fabricated to cover up global outbreak of  g syndrome    ,3/9/2020,False,PolitiFact,"['coronavirus', 'hoax', 'fake', 'virus', 'pandemic', 'fabricated', 'cover', 'global', 'outbreak', 'syndrome']","{'syndrom': 1, 'viru': 1, 'pandem': 1, 'outbreak': 1, 'fake': 1, 'hoax': 1, 'global': 1}"
1018,Medical advice and self-treatments,multiple videos claim garlic and onions can prevent and cure infection from the novel coronavirus   ,3/27/2020,False,AFP,"['multiple', 'video', 'claim', 'garlic', 'onion', 'prevent', 'cure', 'infection', 'novel', 'coronavirus']","{'infect': 1, 'garlic': 1, 'cure': 1, 'multipl': 1, 'prevent': 1, 'video': 1}"
1019,Community spread and impact,local hospital in ecuador says first covid    patient didn t have coronavirus   ,3/2/2020,False,Ecuador Chequea,"['local', 'hospital', 'ecuador', 'first', 'covid', 'patient', 'coronavirus']","{'first': 1, 'patient': 1, 'hospit': 1, 'ecuador': 1}"
1020,"Public authority actions, policy, and communications",indonesia has provided       free tickets for nationals to return home from abroad   ,3/9/2020,False,AFP,"['indonesia', 'provided', 'free', 'ticket', 'national', 'return', 'home', 'abroad']","{'nation': 1, 'free': 1, 'provid': 1, 'home': 1, 'return': 1}"
1021,Community spread and impact,this is a video of panicked shoppers storming a supermarket amid the coronavirus pandemic   ,3/3/2020,False,AFP,"['panicked', 'shopper', 'storming', 'supermarket', 'amid', 'coronavirus', 'pandemic']","{'amid': 1, 'pandem': 1, 'supermarket': 1}"
1022,Community spread and impact,four patients infected with the coronavirus are hospitalized in sri lanka   ,3/3/2020,False,AFP,"['four', 'patient', 'infected', 'coronavirus', 'hospitalized', 'lanka']","{'infect': 1, 'patient': 1, 'lanka': 1, 'hospit': 1, 'four': 1}"
1023,Community spread and impact, florida hospital reports a coronavirus  infestation  with multiple confirmed patients    ,3/2/2020,False,PolitiFact,"['florida', 'hospital', 'report', 'coronavirus', 'infestation', 'multiple', 'confirmed', 'patient']","{'report': 1, 'confirm': 1, 'patient': 1, 'hospit': 1, 'multipl': 1, 'florida': 1}"
1024,Conspiracy theories,photo shows a man wearing a  government issued saint laurent hazardous materials suit    ,3/3/2020,False,PolitiFact,"['show', 'wearing', 'government', 'issued', 'saint', 'laurent', 'hazardous', 'material', 'suit']","{'issu': 1, 'govern': 1, 'wear': 1}"
1025,Community spread and impact, shands hospital of gainesville  florida  has confirmed its first case of coronavirus    ,3/3/2020,False,PolitiFact,"['shands', 'hospital', 'gainesville', 'florida', 'confirmed', 'first', 'case', 'coronavirus']","{'case': 1, 'confirm': 1, 'first': 1, 'hospit': 1, 'florida': 1}"
1026,Community spread and impact,post says no one has died from the coronavirus in the united states   ,3/3/2020,False,PolitiFact,"['died', 'coronavirus', 'united', 'state']","{'state': 1, 'unit': 1}"
1027,Conspiracy theories,the coronavirus is  simply the common cold    ,3/9/2020,False,PolitiFact,"['coronavirus', 'simply', 'common', 'cold']","{'common': 1, 'cold': 1}"
1028,Claims about prominent actors,photo of iranian officials visiting the vice president after she contracted covid      ,3/4/2020,False,AFP,"['iranian', 'official', 'visiting', 'vice', 'president', 'contracted', 'covid']","{'contract': 1, 'presid': 1, 'offici': 1, 'visit': 1, 'vice': 1}"
1029,Claims about prominent actors,vatican says pope francis has been infected with the novel coronavirus   ,3/6/2020,False,AFP,"['vatican', 'pope', 'francis', 'infected', 'novel', 'coronavirus']","{'infect': 1, 'franci': 1, 'pope': 1}"
1030,Virus origin and properties,   points of expert advice about coronavirus  including symptoms  prevention and how it spreads   ,3/9/2020,False,AFP,"['point', 'expert', 'advice', 'coronavirus', 'including', 'symptom', 'prevention', 'spread']","{'symptom': 1, 'spread': 1, 'includ': 1, 'prevent': 1, 'advic': 1}"
1031,"Public authority actions, policy, and communications",mongolia donates        sheep to china during the coronavirus epidemic   ,3/10/2020,False,AFP,"['mongolia', 'donates', 'sheep', 'china', 'coronavirus', 'epidemic']","{'china': 1, 'epidem': 1, 'donat': 1}"
1032,Medical advice and self-treatments,volcanic ash can kill the coronavirus   ,3/9/2020,False,AFP,"['volcanic', 'kill', 'coronavirus']",{'kill': 1}
1033,Community spread and impact,health ministry in ecuador confirms three new cases of coronavirus   ,2/29/2020,False,Ecuador Chequea,"['health', 'ministry', 'ecuador', 'confirms', 'three', 'case', 'coronavirus']","{'case': 1, 'confirm': 1, 'health': 1, 'ministri': 1, 'three': 1, 'ecuador': 1}"
1034,Claims about prominent actors,pope francis is infected with coronavirus   ,2/29/2020,False,Ecuador Chequea,"['pope', 'francis', 'infected', 'coronavirus']","{'infect': 1, 'franci': 1, 'pope': 1}"
1035,Medical advice and self-treatments,doctors recommend carbon filter face masks to prevent coronavirus spread   ,2/29/2020,False,LeadStories,"['doctor', 'recommend', 'carbon', 'filter', 'face', 'mask', 'prevent', 'coronavirus', 'spread']","{'mask': 1, 'spread': 1, 'prevent': 1, 'doctor': 1, 'face': 1, 'recommend': 1}"
1036,"Public authority actions, policy, and communications",russia announces the closure of airspace and suspends all incoming and outgoing flights to china   ,2/26/2020,False,Newschecker,"['russia', 'announces', 'closure', 'airspace', 'suspends', 'incoming', 'outgoing', 'flight', 'china']","{'china': 1, 'announc': 1, 'russia': 1}"
1037,"Public authority actions, policy, and communications",police in china have killed        covid    patients so far   ,2/29/2020,False,VERA Files,"['police', 'china', 'killed', 'covid', 'patient']","{'china': 1, 'patient': 1, 'kill': 1, 'polic': 1}"
1038,Conspiracy theories,covid    came from chinese people eating human babies  in an effort to improve their skin   ,2/29/2020,False,VERA Files,"['covid', 'came', 'chinese', 'people', 'eating', 'human', 'baby', 'effort', 'improve', 'skin']","{'chines': 1, 'human': 1, 'effort': 1, 'babi': 1}"
1039,Claims about prominent actors,president barack obama  waited six months to call swine flu an emergency after thousands died    ,3/4/2020,False,PolitiFact,"['president', 'barack', 'obama', 'waited', 'month', 'call', 'swine', 'emergency', 'thousand', 'died']","{'emerg': 1, 'presid': 1, 'barack': 1, 'obama': 1, 'month': 1, 'thousand': 1, 'call': 1, 'swine': 1}"
1040,Medical advice and self-treatments,doctors in japan advise people to drink water every    minutes to prevent an infection   ,3/6/2020,False,AFP,"['doctor', 'japan', 'advise', 'people', 'drink', 'water', 'every', 'minute', 'prevent', 'infection']","{'infect': 1, 'drink': 1, 'prevent': 1, 'doctor': 1, 'water': 1, 'japan': 1, 'everi': 1, 'advis': 1}"
1041,Medical advice and self-treatments,vitamin helps against covid      ,2/27/2020,False,AFP,"['vitamin', 'help', 'covid']","{'help': 1, 'vitamin': 1}"
1042,Conspiracy theories,election years in the united states coincide with major disease outbreaks   ,3/18/2020,False,AFP,"['election', 'year', 'united', 'state', 'coincide', 'major', 'disease', 'outbreak']","{'state': 1, 'diseas': 1, 'outbreak': 1, 'unit': 1, 'year': 1, 'elect': 1}"
1043,Medical advice and self-treatments,shaving facial hair ensures safety from covid     further attributing the message to the cdc   ,2/28/2020,False,Dubawa,"['shaving', 'facial', 'hair', 'ensures', 'safety', 'covid', 'attributing', 'message']","{'messag': 1, 'ensur': 1, 'hair': 1}"
1044,"Public preparedness, protests, and civil disobedience",chinese police use a fishing net to arrest a man with a high fever   ,2/28/2020,False,France 24 Observers,"['chinese', 'police', 'fishing', 'arrest', 'high', 'fever']","{'fever': 1, 'high': 1, 'chines': 1, 'arrest': 1, 'polic': 1}"
1045,"Public preparedness, protests, and civil disobedience",florida man is arrested for robbery using cough as a weapon   ,2/28/2020,False,LeadStories,"['florida', 'arrested', 'robbery', 'using', 'cough', 'weapon']","{'cough': 1, 'arrest': 1, 'florida': 1, 'weapon': 1}"
1046,Community spread and impact,a  poll finds     of americans say they will not drink corona beer because of the virus    ,3/2/2020,False,PolitiFact,"['poll', 'find', 'american', 'drink', 'corona', 'beer', 'virus']","{'viru': 1, 'american': 1, 'drink': 1, 'corona': 1}"
1047,Conspiracy theories, every election year has a disease    sars in       avian flu in       swine flu in       mers in       ebola in      and       zika in      and the coronavirus in        ,3/11/2020,False,PolitiFact,"['every', 'election', 'year', 'disease', 'sars', 'avian', 'swine', 'mers', 'ebola', 'zika', 'coronavirus']","{'diseas': 1, 'year': 1, 'everi': 1, 'elect': 1, 'swine': 1}"
1048,"Public authority actions, policy, and communications",airport in karachi suspends all international arrivals during coronavirus epidemic   ,3/5/2020,False,AFP,"['airport', 'karachi', 'suspends', 'international', 'arrival', 'coronavirus', 'epidemic']","{'airport': 1, 'epidem': 1, 'intern': 1}"
1049,Medical advice and self-treatments,holding your breath can test for covid      ,3/4/2020,False,AFP,"['holding', 'breath', 'test', 'covid']","{'breath': 1, 'test': 1, 'hold': 1}"
1050,Medical advice and self-treatments,lysol products can kill the novel coronavirus   ,2/27/2020,False,LeadStories,"['lysol', 'product', 'kill', 'novel', 'coronavirus']",{'kill': 1}
1051,Claims about prominent actors,the who has issued an alert against buying holy colors from china  ,2/27/2020,False,Vishvas News,"['issued', 'alert', 'buying', 'holy', 'color', 'china']","{'china': 1, 'issu': 1}"
1052,Conspiracy theories, america has been vaccinating cattle for coronavirus for years  yet the news tells you it s new and going to kill you all  so go buy a mask    ,3/2/2020,False,PolitiFact,"['america', 'vaccinating', 'cattle', 'coronavirus', 'year', 'news', 'tell', 'going', 'kill', 'mask']","{'mask': 1, 'vaccin': 1, 'kill': 1, 'america': 1, 'news': 1, 'year': 1}"
1053,"Vaccines, medical treatments, and tests", the blood test for coronavirus costs           ,3/4/2020,False,PolitiFact,"['blood', 'test', 'coronavirus', 'cost']","{'blood': 1, 'test': 1, 'cost': 1}"
1054,"Public authority actions, policy, and communications",starting in march  if you travel outside of the united states you won t be allowed back in the country  due to high risk of the coronavirus    ,3/6/2020,False,PolitiFact,"['starting', 'march', 'travel', 'outside', 'united', 'state', 'allowed', 'back', 'country', 'high', 'risk', 'coronavirus']","{'high': 1, 'risk': 1, 'start': 1, 'state': 1, 'countri': 1, 'allow': 1, 'unit': 1, 'march': 1, 'back': 1, 'outsid': 1, 'travel': 1}"
1055,Conspiracy theories,  akira  is a      movie about an apocalyptic event taking place months before tokyo      olympics  showing the who advising japan to postpone the olympics because of a pandemic risk    ,3/13/2020,False,PolitiFact,"['akira', 'movie', 'apocalyptic', 'event', 'taking', 'place', 'month', 'tokyo', 'olympics', 'showing', 'advising', 'japan', 'postpone', 'olympics', 'pandemic', 'risk']","{'risk': 1, 'take': 1, 'pandem': 1, 'place': 1, 'month': 1, 'japan': 1, 'advis': 1}"
1056,Community spread and impact,a video accompanying a claim shows bodies being removed from a hospital in iran during the novel coronavirus pandemic   ,4/1/2020,False,AFP,"['accompanying', 'claim', 'show', 'body', 'removed', 'hospital', 'iran', 'novel', 'coronavirus', 'pandemic']","{'bodi': 1, 'pandem': 1, 'hospit': 1}"
1057,Medical advice and self-treatments,cdc issued facial hair recommendation for novel coronavirus prevention   ,3/4/2020,False,AFP,"['issued', 'facial', 'hair', 'recommendation', 'novel', 'coronavirus', 'prevention']","{'issu': 1, 'prevent': 1, 'recommend': 1, 'hair': 1}"
1058,Medical advice and self-treatments,you can maintain the alkaline state of the body to avoid contagion   ,2/26/2020,False,Ecuador Chequea,"['maintain', 'alkaline', 'state', 'body', 'avoid', 'contagion']","{'state': 1, 'bodi': 1, 'alkalin': 1, 'avoid': 1}"
1059,Virus transmission,hair weaves and lace front wigs made in china likely to contain coronavirus   ,2/26/2020,False,LeadStories,"['hair', 'weave', 'lace', 'front', 'made', 'china', 'likely', 'contain', 'coronavirus']","{'china': 1, 'made': 1, 'like': 1, 'contain': 1, 'hair': 1, 'front': 1}"
1060,Virus transmission,a post says  hair weave and lace fronts manufactured in china may contain the coronavirus    ,2/29/2020,False,PolitiFact,"['hair', 'weave', 'lace', 'front', 'manufactured', 'china', 'contain', 'coronavirus']","{'china': 1, 'manufactur': 1, 'contain': 1, 'hair': 1, 'front': 1}"
1061,"Public preparedness, protests, and civil disobedience", coronavirus  florida man arrested for robbery using cough as a weapon    ,2/28/2020,False,PolitiFact,"['coronavirus', 'florida', 'arrested', 'robbery', 'using', 'cough', 'weapon']","{'cough': 1, 'arrest': 1, 'florida': 1, 'weapon': 1}"
1062,Medical advice and self-treatments,the cdc recommends men shave their beards to protect against coronavirus   ,2/27/2020,False,PolitiFact,"['recommends', 'shave', 'beard', 'protect', 'coronavirus']","{'recommend': 1, 'protect': 1}"
1063,"Public authority actions, policy, and communications",singapore government said confirmed case no     is a prostitute  as a result  many of her clients are under quarantine   ,2/25/2020,False,Taiwan FactCheck Center,"['singapore', 'government', 'said', 'confirmed', 'case', 'prostitute', 'result', 'many', 'client', 'quarantine']","{'case': 1, 'result': 1, 'confirm': 1, 'quarantin': 1, 'mani': 1, 'govern': 1, 'said': 1}"
1064,Virus transmission,a post say  hair weave and lace fronts manufactured in china may contain the coronavirus    ,2/29/2020,False,PolitiFact,"['hair', 'weave', 'lace', 'front', 'manufactured', 'china', 'contain', 'coronavirus']","{'china': 1, 'manufactur': 1, 'contain': 1, 'hair': 1, 'front': 1}"
1065,Community spread and impact,a man is allegedly selling medical masks for    denars on a bus owned by the skopje public transportation enterprise   ,3/8/2020,False,Vistinomer,"['allegedly', 'selling', 'medical', 'mask', 'denars', 'owned', 'skopje', 'public', 'transportation', 'enterprise']","{'medic': 1, 'mask': 1, 'sell': 1, 'allegedli': 1, 'public': 1}"
1066,Virus transmission, hair weave and lace fronts manufactured in china may contain the coronavirus    ,2/29/2020,False,PolitiFact,"['hair', 'weave', 'lace', 'front', 'manufactured', 'china', 'contain', 'coronavirus']","{'china': 1, 'manufactur': 1, 'contain': 1, 'hair': 1, 'front': 1}"
1067,Medical advice and self-treatments,multiple allegations on how to protect oneself from the new coronavirus   ,3/2/2020,False,AFP,"['multiple', 'allegation', 'protect', 'oneself', 'coronavirus']","{'alleg': 1, 'multipl': 1, 'protect': 1}"
1068,Virus origin and properties,coronavirus infects chickens in pakistan   ,2/18/2020,False,AFP,"['coronavirus', 'infects', 'chicken', 'pakistan']","{'infect': 1, 'chicken': 1}"
1069,Community spread and impact,infected taxi driver demands money from his government otherwise he ll infect others   ,3/2/2020,False,AFP,"['infected', 'taxi', 'driver', 'demand', 'money', 'government', 'otherwise', 'infect', 'others']","{'infect': 2, 'other': 1, 'govern': 1, 'money': 1, 'driver': 1}"
1070,"Public authority actions, policy, and communications",indian government and the who advised people not to purchase colors from china for holi   ,2/25/2020,False,BOOM FactCheck,"['indian', 'government', 'advised', 'people', 'purchase', 'color', 'china', 'holi']","{'china': 1, 'govern': 1, 'indian': 1, 'advis': 1}"
1071,"Public authority actions, policy, and communications",china needs coronavirus swat  special weapons and tactics  police teams to arrest this coronavirus victim   ,2/25/2020,False,FactCrescendo,"['china', 'need', 'coronavirus', 'swat', 'special', 'weapon', 'tactic', 'police', 'team', 'arrest', 'coronavirus', 'victim']","{'china': 1, 'need': 1, 'team': 1, 'arrest': 1, 'polic': 1, 'victim': 1, 'weapon': 1}"
1072,Conspiracy theories,coronavirus is a bioweapon leaked from a wuhan lab   ,2/25/2020,False,LeadStories,"['coronavirus', 'bioweapon', 'leaked', 'wuhan']","{'wuhan': 1, 'bioweapon': 1}"
1073,"Public authority actions, policy, and communications",coronavirus patients are being  cremated alive  in china   ,2/26/2020,False,PolitiFact,"['coronavirus', 'patient', 'cremated', 'alive', 'china']","{'china': 1, 'patient': 1}"
1074,Conspiracy theories,evidence indicates covid    escaped a chinese lab that was researching it  causing the outbreak   ,3/2/2020,False,Science Feedback,"['evidence', 'indicates', 'covid', 'escaped', 'chinese', 'researching', 'causing', 'outbreak']","{'chines': 1, 'evid': 1, 'outbreak': 1, 'caus': 1, 'escap': 1, 'research': 1}"
1075,Community spread and impact,the mortality rate for the flu is  right around  that of the new coronavirus   it s right around       ,3/2/2020,False,PolitiFact,"['mortality', 'rate', 'right', 'around', 'coronavirus', 'right', 'around']","{'around': 2, 'rate': 1}"
1076,Medical advice and self-treatments,these are measures that protect from novel coronavirus   ,3/2/2020,False,AFP,"['measure', 'protect', 'novel', 'coronavirus']",{'protect': 1}
1077,Community spread and impact,infected taxi driver demands money from his government or he ll infect others   ,3/2/2020,False,AFP,"['infected', 'taxi', 'driver', 'demand', 'money', 'government', 'infect', 'others']","{'infect': 2, 'other': 1, 'govern': 1, 'money': 1, 'driver': 1}"
1078,Claims about prominent actors,president trump claims the virus is under control and testing is available   ,3/30/2020,False,Washington Post Fact-Checker,"['president', 'trump', 'claim', 'virus', 'control', 'testing', 'available']","{'test': 1, 'viru': 1, 'presid': 1, 'trump': 1, 'control': 1, 'avail': 1}"
1079,Community spread and impact,chinese people convert to islam because of covid      ,2/21/2020,False,AFP,"['chinese', 'people', 'convert', 'islam', 'covid']","{'chines': 1, 'convert': 1, 'islam': 1}"
1080,Claims about prominent actors,radio host rush limbaugh compares novel coronavirus to  the common cold    ,3/4/2020,False,AFP,"['radio', 'host', 'rush', 'limbaugh', 'compare', 'novel', 'coronavirus', 'common', 'cold']","{'common': 1, 'cold': 1}"
1081,Community spread and impact,coronavirus case in uttar pradesh district  india   ,2/24/2020,False,AFP,"['coronavirus', 'case', 'uttar', 'pradesh', 'district', 'india']","{'case': 1, 'india': 1}"
1082,"Public preparedness, protests, and civil disobedience",shoppers in china storm supermarket after coronavirus outbreak   ,2/24/2020,False,AFP,"['shopper', 'china', 'storm', 'supermarket', 'coronavirus', 'outbreak']","{'china': 1, 'outbreak': 1, 'supermarket': 1}"
1083,"Public authority actions, policy, and communications",a chinese swat team takes down a coronavirus suspect  ,2/24/2020,False,BOOM FactCheck,"['chinese', 'swat', 'team', 'take', 'coronavirus', 'suspect']","{'take': 1, 'chines': 1, 'team': 1, 'suspect': 1}"
1084,Community spread and impact, the coronavirus is the common cold  folks    ,2/27/2020,False,PolitiFact,"['coronavirus', 'common', 'cold', 'folk']","{'common': 1, 'cold': 1}"
1085,Claims about prominent actors,video says president donald trump spawned the  wuhan super virus outbreak under code name  zyphr     ,3/3/2020,False,PolitiFact,"['president', 'donald', 'trump', 'spawned', 'wuhan', 'super', 'virus', 'outbreak', 'code', 'name', 'zyphr']","{'wuhan': 1, 'viru': 1, 'donald': 1, 'presid': 1, 'trump': 1, 'outbreak': 1, 'name': 1}"
1086,Conspiracy theories,nostradamus predicted the coronavirus   ,3/12/2020,False,Vistinomer,"['nostradamus', 'predicted', 'coronavirus']",{'predict': 1}
1087,"Public preparedness, protests, and civil disobedience",a video shows an anti china protest amid the covid    outbreak in italy   ,3/5/2020,False,Annie Lab,"['show', 'anti', 'china', 'protest', 'amid', 'covid', 'outbreak', 'italy']","{'china': 1, 'anti': 1, 'amid': 1, 'outbreak': 1, 'itali': 1}"
1088,Claims about prominent actors,bill gates wrote a letter saying covid    is teaching humans a lesson   ,3/27/2020,False,LeadStories,"['bill', 'gate', 'wrote', 'letter', 'saying', 'covid', 'teaching', 'human', 'lesson']","{'human': 1, 'bill': 1, 'gate': 1}"
1089,Community spread and impact,there is a case of coronavirus at the school of architects of madrid   ,2/25/2020,False,AFP,"['case', 'coronavirus', 'school', 'architect', 'madrid']","{'case': 1, 'school': 1}"
1090,Conspiracy theories,post says  people of color may be immune to the coronavirus because of melanin    ,3/10/2020,False,PolitiFact,"['people', 'color', 'immune', 'coronavirus', 'melanin']",{'immun': 1}
1091,"Public authority actions, policy, and communications",video shows chinese officials detaining suspected coronavirus cases   ,2/25/2020,False,AFP,"['show', 'chinese', 'official', 'detaining', 'suspected', 'coronavirus', 'case']","{'case': 1, 'chines': 1, 'detain': 1, 'offici': 1, 'suspect': 1}"
1092,"Public authority actions, policy, and communications",this map shows high sulphur dioxide in wuhan now due to the burning of corpses   ,2/20/2020,False,AFP,"['show', 'high', 'sulphur', 'dioxide', 'wuhan', 'burning', 'corps']","{'wuhan': 1, 'high': 1, 'corp': 1, 'dioxid': 1}"
1093,Community spread and impact,chinese people flee to vietnam due to covid      ,2/21/2020,False,AFP,"['chinese', 'people', 'flee', 'vietnam', 'covid']",{'chines': 1}
1094,Medical advice and self-treatments,these charts show the difference betweem covid     flu and common cold   ,3/26/2020,False,Annie Lab,"['chart', 'show', 'difference', 'betweem', 'covid', 'common', 'cold']","{'common': 1, 'cold': 1}"
1095,Community spread and impact,chinese people are fleeing china to vietnam because of coronavirus   ,2/21/2020,False,France 24 Observers,"['chinese', 'people', 'fleeing', 'china', 'vietnam', 'coronavirus']","{'china': 1, 'chines': 1}"
1096,Community spread and impact,six coronavirus cases confirmed in wichita  kansas   ,2/21/2020,False,LeadStories,"['coronavirus', 'case', 'confirmed', 'wichita', 'kansa']","{'case': 1, 'confirm': 1}"
1097,Community spread and impact,four people have died in zanzibar after handling a chicken infected with covid      ,2/21/2020,False,PesaCheck,"['four', 'people', 'died', 'zanzibar', 'handling', 'chicken', 'infected', 'covid']","{'infect': 1, 'chicken': 1, 'four': 1}"
1098,Medical advice and self-treatments,cannabis boosts immunity against covid     ,2/19/2020,False,AFP,"['cannabis', 'boost', 'immunity', 'covid']",{'immun': 1}
1099,"Public authority actions, policy, and communications",rainbow shimmers behind a covid    disinfectant truck in china   ,2/20/2020,False,AFP,"['rainbow', 'shimmer', 'behind', 'covid', 'disinfectant', 'truck', 'china']","{'china': 1, 'behind': 1, 'disinfect': 1}"
1100,Community spread and impact,chinese converting to islam after realizing that no muslim was affected by covd   in the country   ,2/20/2020,False,FactCrescendo,"['chinese', 'converting', 'islam', 'realizing', 'muslim', 'affected', 'covd', 'country']","{'chines': 1, 'muslim': 1, 'countri': 1, 'convert': 1, 'islam': 1, 'affect': 1, 'realiz': 1}"
1101,Community spread and impact,   million chinese convert to islam  and coronavirus does not affect muslims   ,2/20/2020,False,LeadStories,"['million', 'chinese', 'convert', 'islam', 'coronavirus', 'affect', 'muslim']","{'chines': 1, 'muslim': 1, 'million': 1, 'convert': 1, 'islam': 1, 'affect': 1}"
